concept,feature,feature_raw,leuven_listed,flan_response,flan_true
Grinding disk,is round,is_round,1,True,1
Grinding disk,is silvery,is_silvery,0,False,0
Grinding disk,is used on pizza's,is_used_on_pizza's,0,False,0
Grinding disk,lives in caves,lives_in_caves,0,False,0
Grinding disk,lives in the dark,lives_in_the_dark,0,False,0
Grinding disk,lives in tropical waters,lives_in_tropical_waters,0,False,0
Grinding disk,lives on the north pole,lives_on_the_north_pole,0,False,0
Grinding disk,loyal,loyal,0,False,0
Grinding disk,prehistoric animal,prehistoric_animal,0,False,0
Grinding disk,roar,roar,0,False,0
Grinding disk,appears in songs,appears_in_songs,0,False,0
Grinding disk,builds dams,builds_dams,0,False,0
Grinding disk,can be trained,can_be_trained,0,False,0
Grinding disk,can climb well,can_climb_well,0,False,0
Grinding disk,can see in the dark,can_see_in_the_dark,0,False,0
Grinding disk,crows,crows,0,False,0
Grinding disk,doesn't live on land,doesn't_live_on_land,0,False,0
Grinding disk,eats nuts,eats_nuts,0,False,0
Grinding disk,gets lambs,gets_lambs,0,False,0
Grinding disk,has camouflage,has_camouflage,0,False,0
Grinding disk,has long hind legs,has_long_hind_legs,0,False,0
Grinding disk,is found in advertising or as brand,is_found_in_advertising_or_as_brand_,0,False,0
Grinding disk,is not eaten,is_not_eaten,0,True,1
Grinding disk,is vermin,is_vermin,0,False,0
Grinding disk,is yellow with brown spots,is_yellow_with_brown_spots,0,False,0
Grinding disk,live in the mountains,live_in_the_mountains,0,False,0
Grinding disk,lives in America,lives_in_America,0,False,0
Grinding disk,lives in unhygienic places,lives_in_unhygienic_places,0,False,0
Grinding disk,makes a strange noise,makes_a_strange_noise,0,True,1
Grinding disk,makes an 'oehoe' sound,makes_an_'oehoe'_sound,0,False,0
Grinding disk,makes holes in trees,makes_holes_in_trees,0,False,0
Grinding disk,striped,striped,0,False,0
Grinding disk,comes out of a cocoon,comes_out_of_a_cocoon,0,False,0
Grinding disk,communicates with its congeners,communicates_with_its_congeners,0,False,0
Grinding disk,cumbersome,cumbersome,0,False,0
Grinding disk,family of the dog,family_of_the_dog,0,False,0
Grinding disk,flutters,flutters,0,False,0
Grinding disk,has a horn,has_a_horn,0,False,0
Grinding disk,has a small tail,has_a_small_tail,0,False,0
Grinding disk,has beautiful feathers,has_beautiful_feathers,0,False,0
Grinding disk,has horns,has_horns,0,False,0
Grinding disk,has two wings,has_two_wings,0,False,0
Grinding disk,is a girl's name,is_a_girl's_name,0,False,0
Grinding disk,is a symbol for peace,is_a_symbol_for_peace,0,False,0
Grinding disk,is dumb,is_dumb,0,False,0
Grinding disk,"is grey, brown or white","is_grey,_brown_or_white",0,False,0
Grinding disk,is initially a caterpillar,is_initially_a_caterpillar_,0,False,0
Grinding disk,is killed by man,is_killed_by_man,0,False,0
Grinding disk,is messy,is_messy,0,True,1
Grinding disk,is often found under rocks,is_often_found_under_rocks,0,False,0
Grinding disk,is smart,is_smart,0,False,0
Grinding disk,lives in fields,lives_in_fields,0,False,0
Grinding disk,turns in its shell in danger,turns_in_its_shell_in_danger,0,False,0
Grinding disk,writhes (twists),writhes_(twists),0,False,0
Grinding disk,beautiful colours,beautiful_colours,0,False,0
Grinding disk,big ears,big_ears,0,False,0
Grinding disk,bleats.1,bleats.1,0,False,0
Grinding disk,can be cooked in different ways,can_be_cooked_in_different_ways,0,False,0
Grinding disk,can be dangerous,can_be_dangerous,0,True,1
Grinding disk,compound eyes,compound_eyes,0,False,0
Grinding disk,creaks when killed,creaks_when_killed,0,False,0
Grinding disk,curly tail,curly_tail,0,False,0
Grinding disk,glides,glides,0,False,0
Grinding disk,has a fin on its back,has_a_fin_on_its_back,0,False,0
Grinding disk,has a sharp view,has_a_sharp_view,0,False,0
Grinding disk,has peepers,has_peepers,0,False,0
Grinding disk,has queen,has_queen,0,False,0
Grinding disk,is a type of bee,is_a_type_of_bee,0,False,0
Grinding disk,is a type of butterfly,is_a_type_of_butterfly,0,False,0
Grinding disk,is also a sharp,is_also_a_sharp,0,False,0
Grinding disk,is found in the garden,is_found_in_the_garden,0,False,0
Grinding disk,kind of crocodile,kind_of_crocodile,0,False,0
Grinding disk,kind of lizard,kind_of_lizard,0,False,0
Grinding disk,occasionally washes ashore,occasionally_washes_ashore,0,False,0
Grinding disk,skin can be used for clothes,skin_can_be_used_for_clothes,0,False,0
Grinding disk,somtimes used in a circus,somtimes_used_in_a_circus,0,False,0
Grinding disk,squirts water through an airhole,squirts_water_through_an_airhole,0,False,0
Grinding disk,sticks its head into the ground,sticks_its_head_into_the_ground,0,False,0
Grinding disk,tickles,tickles,0,False,0
Grinding disk,can be found in a fish shop,can_be_found_in_a_fish_shop,0,False,0
Grinding disk,eats leaves from trees,eats_leaves_from_trees,0,False,0
Grinding disk,eats rats and mice,eats_rats_and_mice,0,False,0
Grinding disk,has tusks,has_tusks,0,False,0
Grinding disk,has white and black stripes,has_white_and_black_stripes,0,False,0
Grinding disk,hibernates,hibernates,0,False,0
Grinding disk,is found on plants,is_found_on_plants,0,False,0
Grinding disk,is in a cuckoo clock,is_in_a_cuckoo_clock,0,False,0
Grinding disk,is orange,is_orange,0,False,0
Grinding disk,is popular among children,is_popular_among_children,0,False,0
Grinding disk,is red with black spots,is_red_with_black_spots,0,False,0
Grinding disk,is well camouflaged,is_well_camouflaged,0,False,0
Grinding disk,lays big eggs,lays_big_eggs,0,False,0
Grinding disk,live alone,live_alone,0,False,0
Grinding disk,makes a 'coo' sound,makes_a_'coo'_sound,0,False,0
Grinding disk,often becoms a cat's prey,often_becoms_a_cat's_prey,0,False,0
Grinding disk,predecessor of humans,predecessor_of_humans,0,False,0
Grinding disk,says cuckoo,says_cuckoo,0,False,0
Grinding disk,shoes and handbags are made of it,shoes_and_handbags_are_made_of_it,0,False,0
Grinding disk,squirts ink,squirts_ink,0,False,0
Grinding disk,you can find them in homes,you_can_find_them_in_homes,0,False,0
Grinding disk,becomes cocoon,becomes_cocoon,0,False,0
Grinding disk,can live to a ripe old age,can_live_to_a_ripe_old_age,0,False,0
Grinding disk,has a crest,has_a_crest,0,False,0
Grinding disk,has antlers,has_antlers,0,False,0
Grinding disk,is a character in Free Willy,is_a_character_in_Free_Willy,0,False,0
Grinding disk,is brown/black,is_brown/black,0,False,0
Grinding disk,is dangerous to people,is_dangerous_to_people,0,True,1
Grinding disk,is intelligent,is_intelligent,0,False,0
Grinding disk,is reddish brow,is_reddish_brow,0,False,0
Grinding disk,is used in stewed eels in chervil sauce,is_used_in_stewed_eels_in_chervil_sauce,0,False,0
Grinding disk,makes a sound like a grunt,makes_a_sound_like_a_grunt,0,False,0
Grinding disk,makes holes in clothing,makes_holes_in_clothing,0,True,1
Grinding disk,sleeps upside down,sleeps_upside_down,0,False,0
Grinding disk,barks,barks,0,False,0
Grinding disk,graceful,graceful,0,False,0
Grinding disk,grey-white,grey-white,0,False,0
Grinding disk,has a red breast,has_a_red_breast,0,False,0
Grinding disk,is eaten when it's Christmas,is_eaten_when_it's_Christmas,0,False,0
Grinding disk,is elongated,is_elongated,0,False,0
Grinding disk,is proud,is_proud,0,False,0
Grinding disk,"is red, brown","is_red,_brown",0,False,0
Grinding disk,is small,is_small,0,False,0
Grinding disk,king of animals,king_of_animals,0,False,0
Grinding disk,likes rolling in mud,likes_rolling_in_mud,0,False,0
Grinding disk,makes not much noise,makes_not_much_noise,0,False,0
Grinding disk,reproduces fast,reproduces_fast,0,False,0
Grinding disk,spits,spits,0,False,0
Grinding disk,attaches to the body,attaches_to_the_body,0,False,0
Grinding disk,bushy tail,bushy_tail,0,False,0
Grinding disk,has whiskers,has_whiskers,0,False,0
Grinding disk,is sly,is_sly,0,False,0
Grinding disk,is specked,is_specked,0,False,0
Grinding disk,lives on when split in half,lives_on_when_split_in_half,0,False,0
Grinding disk,makes a squeaky sound,makes_a_squeaky_sound,0,False,0
Grinding disk,often run over by cars,often_run_over_by_cars,0,False,0
Grinding disk,sheared for wool,sheared_for_wool,0,False,0
Grinding disk,swims in aquariums,swims_in_aquariums,0,False,0
Grinding disk,transferable,transferable,0,False,0
Grinding disk,eats bread,eats_bread,0,False,0
Grinding disk,is a thief,is_a_thief,0,False,0
Grinding disk,is strong,is_strong,1,False,0
Grinding disk,lives in a hole,lives_in_a_hole,0,False,0
Grinding disk,lives in australia,lives_in_australia,0,False,0
Grinding disk,marsupial,marsupial,0,False,0
Grinding disk,rolls up in danger,rolls_up_in_danger,0,False,0
Grinding disk,swims in a bowl,swims_in_a_bowl_,0,False,0
Grinding disk,tasts salty,tasts_salty,0,False,0
Grinding disk,comes up to light,comes_up_to_light,0,False,0
Grinding disk,has an orange bill,has_an_orange_bill,0,False,0
Grinding disk,has long ears,has_long_ears,0,False,0
Grinding disk,is a salt-water fish,is_a_salt-water_fish,0,False,0
Grinding disk,is inconspicious,is_inconspicious,0,False,0
Grinding disk,is used in competitions,is_used_in_competitions,0,False,0
Grinding disk,is used in shows,is_used_in_shows,0,False,0
Grinding disk,occurs frequently,occurs_frequently,0,False,0
Grinding disk,sits on flowers,sits_on_flowers,0,False,0
Grinding disk,doesn't live long,doesn't_live_long,0,True,1
Grinding disk,feline,feline,0,False,0
Grinding disk,has eight paws,has_eight_paws,0,False,0
Grinding disk,has hoofs,has_hoofs,0,False,0
Grinding disk,is found in hair,is_found_in_hair,0,False,0
Grinding disk,is grisly,is_grisly,0,False,0
Grinding disk,resembles horses,resembles_horses,0,False,0
Grinding disk,thick skin,thick_skin,0,False,0
Grinding disk,used as a beast of burden,used_as_a_beast_of_burden,0,False,0
Grinding disk,can be aggressive,can_be_aggressive,0,True,1
Grinding disk,can talk,can_talk,0,False,0
Grinding disk,eats seed,eats_seed,0,False,0
Grinding disk,has a big bill,has_a_big_bill,0,False,0
Grinding disk,has sharp claws.1,has_sharp_claws.1,0,False,0
Grinding disk,is cold-blooded,is_cold-blooded,0,False,0
Grinding disk,is extinct,is_extinct,0,False,0
Grinding disk,makes honey,makes_honey,0,False,0
Grinding disk,soft fur,soft_fur,0,False,0
Grinding disk,adores sweetness,adores_sweetness,0,False,0
Grinding disk,brings children,brings_children,0,False,0
Grinding disk,chirps.1,chirps.1,0,False,0
Grinding disk,does not migrate in the winter,does_not_migrate_in_the_winter,0,False,0
Grinding disk,eats mice,eats_mice,0,False,0
Grinding disk,has a big mouth,has_a_big_mouth,0,False,0
Grinding disk,is a scavenging animal,is_a_scavenging_animal,0,False,0
Grinding disk,is found in a pond,is_found_in_a_pond,0,False,0
Grinding disk,is funny,is_funny,0,False,0
Grinding disk,is red,is_red,0,False,0
Grinding disk,lives in a damp climate,lives_in_a_damp_climate,0,False,0
Grinding disk,makes an extremely irritating sound,makes_an_extremely_irritating_sound,0,True,1
Grinding disk,strangles its prey,strangles_its_prey,0,False,0
Grinding disk,eats small animals,eats_small_animals,0,False,0
Grinding disk,has a hunch,has_a_hunch,0,False,0
Grinding disk,has a trunk,has_a_trunk,0,False,0
Grinding disk,is not very popular among man,is_not_very_popular_among_man,0,False,0
Grinding disk,is tinned,is_tinned,0,False,0
Grinding disk,lives by the sea,lives_by_the_sea,0,False,0
Grinding disk,sheds its skin,sheds_its_skin,0,False,0
Grinding disk,shy,shy,0,False,0
Grinding disk,can be bred,can_be_bred,0,False,0
Grinding disk,has large theeth,has_large_theeth,0,False,0
Grinding disk,has manes,has_manes,0,False,0
Grinding disk,is terrifying,is_terrifying,0,False,0
Grinding disk,lives in the jungle,lives_in_the_jungle,0,False,0
Grinding disk,lives on land,lives_on_land__,0,False,0
Grinding disk,strong animal,strong_animal,0,False,0
Grinding disk,eats grain,eats_grain,0,False,0
Grinding disk,eats plankton,eats_plankton,0,False,0
Grinding disk,gives pain,gives_pain,0,True,1
Grinding disk,has a split tongue,has_a_split_tongue,0,False,0
Grinding disk,has eyes,has_eyes,0,False,0
Grinding disk,has large eyes,has_large_eyes,0,False,0
Grinding disk,has teeth,has_teeth,0,False,0
Grinding disk,lives in cold areas,lives_in_cold_areas,0,False,0
Grinding disk,makes web,makes_web,0,False,0
Grinding disk,does not taste well,does_not_taste_well,0,False,0
Grinding disk,has a sting,has_a_sting,0,False,0
Grinding disk,is fin-footed,is_fin-footed,0,False,0
Grinding disk,is sometimes eaten by man,is_sometimes_eaten_by_man,0,False,0
Grinding disk,is sweet,is_sweet_,0,False,0
Grinding disk,has a large wingspread,has_a_large_wingspread,0,False,0
Grinding disk,has short paws,has_short_paws,0,False,0
Grinding disk,has two eyes,has_two_eyes,0,False,0
Grinding disk,lives in the ocean,lives_in_the_ocean,0,False,0
Grinding disk,lives under the ground,lives_under_the_ground,0,False,0
Grinding disk,gives milk,gives_milk,0,False,0
Grinding disk,is not dangerous,is_not_dangerous,0,False,0
Grinding disk,stands in meadows,stands_in_meadows,0,False,0
Grinding disk,can't fly,can't_fly,0,True,1
Grinding disk,cartoon figure,cartoon_figure,0,False,0
Grinding disk,has many paws,has_many_paws,0,False,0
Grinding disk,has prickles,has_prickles,0,False,0
Grinding disk,incites fear,incites_fear,0,False,0
Grinding disk,is exterminated,is_exterminated,0,False,0
Grinding disk,is rare,is_rare,0,False,0
Grinding disk,lives in nature,lives_in_nature,0,False,0
Grinding disk,small and large kinds,small_and_large_kinds,0,True,1
Grinding disk,doesn't live in our country,doesn't_live_in_our_country,0,False,0
Grinding disk,has a long bill,has_a_long_bill,0,False,0
Grinding disk,is smooth,is_smooth,0,False,0
Grinding disk,lives on land and sea,lives_on_land_and_sea,0,False,0
Grinding disk,hunts,hunts,0,False,0
Grinding disk,lives in grass,lives_in_grass,0,False,0
Grinding disk,lives in tropical areas,lives_in_tropical_areas,0,False,0
Grinding disk,rodent,rodent,0,False,0
Grinding disk,dark colour,dark_colour,0,False,0
Grinding disk,frightens people,frightens_people,0,False,0
Grinding disk,is pink,is_pink,0,False,0
Grinding disk,occasionally occurs in films,occasionally_occurs_in_films,0,False,0
Grinding disk,feels soft,feels_soft,0,False,0
Grinding disk,has a fur (in dutch: vacht),has_a_fur_(in_dutch:_vacht),0,False,0
Grinding disk,has no paws,has_no_paws,0,True,1
Grinding disk,is slimy,is_slimy,0,False,0
Grinding disk,is ugly,is_ugly,0,False,0
Grinding disk,makes a sharp sound,makes_a_sharp_sound,0,True,1
Grinding disk,sings,sings,0,False,0
Grinding disk,is a migratory bird,is_a_migratory_bird,0,False,0
Grinding disk,is an amphibian,is_an_amphibian,0,False,0
Grinding disk,takes on the colour of its surroundings,takes_on_the_colour_of_its_surroundings,0,False,0
Grinding disk,doesn't make a sound,doesn't_make_a_sound,0,False,0
Grinding disk,has a long tongue,has_a_long_tongue,0,False,0
Grinding disk,is eaten by birds,is_eaten_by_birds,0,False,0
Grinding disk,can be poisonous,can_be_poisonous,0,False,0
Grinding disk,eats worms,eats_worms,0,False,0
Grinding disk,has claws,has_claws,0,False,0
Grinding disk,lives in the desert,lives_in_the_desert,0,False,0
Grinding disk,lives nearby the water,lives_nearby_the_water,0,False,0
Grinding disk,makes a hissing noise,makes_a_hissing_noise,0,False,0
Grinding disk,is poisonous,is_poisonous,0,False,0
Grinding disk,is thik,is_thik,0,False,0
Grinding disk,lives in a herd,lives_in_a_herd,0,False,0
Grinding disk,you can ride on it,you_can_ride_on_it,0,False,0
Grinding disk,has bones,has_bones,0,False,0
Grinding disk,sings (whistles),sings_(whistles),0,False,0
Grinding disk,appears in fairy tales and stories,appears_in_fairy_tales_and_stories,0,False,0
Grinding disk,yellow,yellow,0,False,0
Grinding disk,has legs.1,has_legs.1,0,False,0
Grinding disk,is a freshwater fish,is_a_freshwater_fish,0,False,0
Grinding disk,is a bird of prey,is_a_bird_of_prey,0,False,0
Grinding disk,lives in the wild,lives_in_the_wild,0,False,0
Grinding disk,has a pointed mouth,has_a_pointed_mouth,0,False,0
Grinding disk,does not live in Belgium,does_not_live_in_Belgium,0,False,0
Grinding disk,heavy,heavy,0,False,0
Grinding disk,lives on a farm,lives_on_a_farm,0,False,0
Grinding disk,is cute,is_cute,0,False,0
Grinding disk,is irritating,is_irritating,0,True,1
Grinding disk,quacks,quacks,0,False,0
Grinding disk,makes a lot of clamor,makes_a_lot_of_clamor,0,True,1
Grinding disk,sucks blood,sucks_blood,0,False,0
Grinding disk,bites,bites,0,False,0
Grinding disk,can jump far,can_jump_far,0,False,0
Grinding disk,eats grass,eats_grass,0,False,0
Grinding disk,hairy,hairy,0,False,0
Grinding disk,is yellow and black,is_yellow_and_black,0,False,0
Grinding disk,exists in different sizes and kinds,exists_in_different_sizes_and_kinds,0,True,1
Grinding disk,causes itching,causes_itching,0,False,0
Grinding disk,is slow,is_slow,0,False,0
Grinding disk,is green-brown,is_green-brown,0,False,0
Grinding disk,kind of snake,kind_of_snake,0,False,0
Grinding disk,has feelers,has_feelers,0,False,0
Grinding disk,is an animal of prey,is_an_animal_of_prey,0,False,0
Grinding disk,lives in trees,lives_in_trees,0,False,0
Grinding disk,lives in a cage,lives_in_a_cage,0,False,0
Grinding disk,is flat,is_flat,0,False,0
Grinding disk,jumps,jumps,0,False,0
Grinding disk,makes a sound,makes_a_sound,0,True,1
Grinding disk,can have different colors,can_have_different_colors,0,False,0
Grinding disk,has long paws,has_long_paws,0,False,0
Grinding disk,runs fast,runs_fast,0,True,1
Grinding disk,the meat is eaten,the_meat_is_eaten,0,False,0
Grinding disk,has a long neck,has_a_long_neck,0,False,0
Grinding disk,stinks,stinks,0,False,0
Grinding disk,is hunted,is_hunted,0,False,0
Grinding disk,lives in warm countries,lives_in_warm_countries,0,False,0
Grinding disk,has a shield,has_a_shield,0,False,0
Grinding disk,has a long tail,has_a_long_tail,0,False,0
Grinding disk,buzzes,buzzes,0,True,1
Grinding disk,crawls,crawls,0,False,0
Grinding disk,has many colours,has_many_colours,0,False,0
Grinding disk,has six paws,has_six_paws,0,False,0
Grinding disk,is beautiful,is_beautiful,0,False,0
Grinding disk,nocturnal animal,nocturnal_animal,0,False,0
Grinding disk,is a carnivore,is_a_carnivore,0,False,0
Grinding disk,is long,is_long,0,False,0
Grinding disk,endangered species,endangered_species,0,False,0
Grinding disk,eats plants,eats_plants,0,False,0
Grinding disk,is slippery,is_slippery,0,False,0
Grinding disk,seen mainly in summer,seen_mainly_in_summer,0,False,0
Grinding disk,is nasty,is_nasty,0,True,1
Grinding disk,stings,stings,0,False,0
Grinding disk,lives in Africa,lives_in_Africa,0,False,0
Grinding disk,is black and white,is_black_and_white,0,False,0
Grinding disk,is fished for,is_fished_for,0,False,0
Grinding disk,has sharp teeth,has_sharp_teeth,0,False,0
Grinding disk,is fast,is_fast,0,False,0
Grinding disk,is tasty,is_tasty,0,False,0
Grinding disk,there are many kinds of it,there_are_many_kinds_of_it,0,True,1
Grinding disk,eats insects,eats_insects,0,False,0
Grinding disk,builds nests,builds_nests,0,False,0
Grinding disk,has two paws,has_two_paws,0,False,0
Grinding disk,has gills,has_gills,0,False,0
Grinding disk,has fins,has_fins,0,False,0
Grinding disk,is white,is_white,0,False,0
Grinding disk,lives in the woods,lives_in_the_woods,0,False,0
Grinding disk,is a reptile,is_a_reptile,0,False,0
Grinding disk,eats fish,eats_fish,0,False,0
Grinding disk,has a bill,has_a_bill,0,False,0
Grinding disk,can swim,can_swim,0,False,0
Grinding disk,is a pet,is_a_pet,0,False,0
Grinding disk,is black,is_black,0,False,0
Grinding disk,herds,herds,0,False,0
Grinding disk,has scales,has_scales,0,False,0
Grinding disk,lives in the zoo,lives_in_the_zoo,0,False,0
Grinding disk,has a tail,has_a_tail,0,False,0
Grinding disk,lives in the sea,lives_in_the_sea,0,False,0
Grinding disk,is green,is_green,0,False,0
Grinding disk,has feathers,has_feathers,0,False,0
Grinding disk,is dangerous,is_dangerous,1,True,1
Grinding disk,is grey,is_grey,1,False,0
Grinding disk,has four paws,has_four_paws,0,False,0
Grinding disk,is edible,is_edible,0,False,0
Grinding disk,lives in water,lives_in_water,0,False,0
Grinding disk,has wings,has_wings,0,False,0
Grinding disk,is brown,is_brown,0,False,0
Grinding disk,lays eggs,lays_eggs,0,False,0
Grinding disk,is a fish,is_a_fish,0,False,0
Grinding disk,mammal,mammal,0,False,0
Grinding disk,is an insect,is_an_insect,0,False,0
Grinding disk,can fly,can_fly,0,False,0
Grinding disk,is big,is_big,1,False,0
Grinding disk,is an animal,is_an_animal,0,False,0
Grinding disk,is a bird,is_a_bird,0,False,0
Grinding disk,is small.1,is_small.1,0,False,0
Grinding disk,a kind of thumbtack,a_kind_of_thumbtack,0,False,0
Grinding disk,a synonym is 'schuiftrompet',a_synonym_is_'schuiftrompet',0,False,0
Grinding disk,accompagnies (other) music,accompagnies_(other)_music,0,False,0
Grinding disk,also called crowbar,also_called_crowbar,0,False,0
Grinding disk,also used as a toy,also_used_as_a_toy,0,False,0
Grinding disk,are a sort of shoes,are_a_sort_of_shoes,0,False,0
Grinding disk,are swimming trunks for men,are_swimming_trunks_for_men,0,False,0
Grinding disk,are underpants,are_underpants,0,False,0
Grinding disk,arrives in a port,arrives_in_a_port,0,False,0
Grinding disk,associated with kilt,associated_with_kilt,0,False,0
Grinding disk,baked in an oven,baked_in_an_oven,0,False,0
Grinding disk,be used to hit nails into the wall,be_used_to_hit_nails_into_the_wall,0,False,0
Grinding disk,belongs to a harnas,belongs_to_a_harnas,0,False,0
Grinding disk,belongs to a horse,belongs_to_a_horse,0,False,0
Grinding disk,belongs to De lijn (public transportation firm in Flanders),belongs_to_De_lijn_(public_transportation_firm_in_Flanders),0,False,0
Grinding disk,belongs to knife and fork,belongs_to_knife_and_fork,0,False,0
Grinding disk,belongs with sportshoes,belongs_with_sportshoes,0,False,0
Grinding disk,boils water,boils_water,0,False,0
Grinding disk,both hands and feet are used,both_hands_and_feet_are_used,0,False,0
Grinding disk,both large and small,both_large_and_small,1,False,0
Grinding disk,bought in a shoe store,bought_in_a_shoe_store,0,False,0
Grinding disk,bought in a store,bought_in_a_store,1,True,1
Grinding disk,bought in an underwear store,bought_in_an_underwear_store,0,False,0
Grinding disk,can be a rainbow,can_be_a_rainbow,0,False,0
Grinding disk,can be a status symbol,can_be_a_status_symbol,0,False,0
Grinding disk,can be a wound : abrasion,can_be_a_wound_:_abrasion,0,False,0
Grinding disk,can be acoustic,can_be_acoustic,0,False,0
Grinding disk,can be automatized,can_be_automatized,1,True,1
Grinding disk,can be bought everywhere,can_be_bought_everywhere,0,False,0
Grinding disk,can be bought in sports store,can_be_bought_in_sports_store,0,False,0
Grinding disk,can be brought to the beach,can_be_brought_to_the_beach,0,False,0
Grinding disk,can be carried,can_be_carried,1,True,1
Grinding disk,can be carried backwards,can_be_carried_backwards,0,False,0
Grinding disk,can be carried by anyone,can_be_carried_by_anyone,0,True,1
Grinding disk,can be coloured,can_be_coloured,1,False,0
Grinding disk,can be connected to a car,can_be_connected_to_a_car,0,False,0
Grinding disk,can be connected to an amplifier,can_be_connected_to_an_amplifier,0,False,0
Grinding disk,can be decorated,can_be_decorated,0,False,0
Grinding disk,can be digital,can_be_digital,0,False,0
Grinding disk,can be dishwashed,can_be_dishwashed,1,False,0
Grinding disk,can be electronic,can_be_electronic,1,False,0
Grinding disk,can be found around your fingers,can_be_found_around_your_fingers,0,False,0
Grinding disk,can be found in a forest,can_be_found_in_a_forest,0,False,0
Grinding disk,can be found in a garage,can_be_found_in_a_garage,1,True,1
Grinding disk,can be found on a camping,can_be_found_on_a_camping,0,False,0
Grinding disk,can be found on a castle,can_be_found_on_a_castle,0,False,0
Grinding disk,can be hanged on the nose,can_be_hanged_on_the_nose,0,False,0
Grinding disk,can be held,can_be_held,1,True,1
Grinding disk,can be knit by yourself,can_be_knit_by_yourself,0,False,0
Grinding disk,can be knotted,can_be_knotted,0,False,0
Grinding disk,can be luxurious,can_be_luxurious,1,False,0
Grinding disk,can be made of different materials,can_be_made_of_different_materials,1,True,1
Grinding disk,can be made of different tissues,can_be_made_of_different_tissues,1,False,0
Grinding disk,can be manufactured by yourself,can_be_manufactured_by_yourself,0,True,1
Grinding disk,can be opened,can_be_opened,0,False,0
Grinding disk,can be operated from the age of 16,can_be_operated_from_the_age_of_16,0,False,0
Grinding disk,can be operated from the age of 18,can_be_operated_from_the_age_of_18,0,False,0
Grinding disk,can be played on,can_be_played_on,0,False,0
Grinding disk,can be played upon,can_be_played_upon,0,False,0
Grinding disk,can be plunked upon,can_be_plunked_upon,0,True,1
Grinding disk,can be printed with a design,can_be_printed_with_a_design,0,False,0
Grinding disk,can be seen on television,can_be_seen_on_television,1,False,0
Grinding disk,can be something at a door,can_be_something_at_a_door,0,False,0
Grinding disk,can be thick or thin,can_be_thick_or_thin,0,True,1
Grinding disk,can be tuned,can_be_tuned,1,False,0
Grinding disk,can be turned,can_be_turned,1,True,1
Grinding disk,can be used as a heater,can_be_used_as_a_heater,0,False,0
Grinding disk,can be used as weapon,can_be_used_as_weapon,1,False,0
Grinding disk,can be used by anyone,can_be_used_by_anyone,0,True,1
Grinding disk,can be used for stirring,can_be_used_for_stirring,0,False,0
Grinding disk,can be used on two sides,can_be_used_on_two_sides,0,True,1
Grinding disk,can be used several times,can_be_used_several_times,1,True,1
Grinding disk,can be used to beat egg white,can_be_used_to_beat_egg_white,0,False,0
Grinding disk,can be used to cut nails,can_be_used_to_cut_nails,1,False,0
Grinding disk,can be used to hang something from,can_be_used_to_hang_something_from,0,False,0
Grinding disk,can be used to hang up something,can_be_used_to_hang_up_something,0,False,0
Grinding disk,can be used to hit somebody,can_be_used_to_hit_somebody,0,False,0
Grinding disk,can be used to lash,can_be_used_to_lash,0,False,0
Grinding disk,can be used to make milkshake with,can_be_used_to_make_milkshake_with,0,False,0
Grinding disk,can be used to polish nails,can_be_used_to_polish_nails,0,True,1
Grinding disk,can be used to prick with,can_be_used_to_prick_with,0,False,0
Grinding disk,can be used to put something in,can_be_used_to_put_something_in,0,False,0
Grinding disk,can be used to sharpen knives,can_be_used_to_sharpen_knives,1,True,1
Grinding disk,can be used to sweep,can_be_used_to_sweep,0,False,0
Grinding disk,can be used to threaten somebody,can_be_used_to_threaten_somebody,1,True,1
Grinding disk,can be worn as ornament,can_be_worn_as_ornament,0,False,0
Grinding disk,can be worn underneath other clothes,can_be_worn_underneath_other_clothes,0,False,0
Grinding disk,can be written on,can_be_written_on,0,False,0
Grinding disk,can be written on with chalk,can_be_written_on_with_chalk,0,False,0
Grinding disk,can become dirty,can_become_dirty,1,True,1
Grinding disk,can break,can_break,1,True,1
Grinding disk,can break.1,can_break.1,1,True,1
Grinding disk,can break stuff open,can_break_stuff_open,0,True,1
Grinding disk,can burn something in cooking,can_burn_something_in_cooking,0,False,0
Grinding disk,can burn you,can_burn_you,0,False,0
Grinding disk,can crash,can_crash,0,False,0
Grinding disk,can cut you,can_cut_you,0,True,1
Grinding disk,can defrost food,can_defrost_food,0,False,0
Grinding disk,can drive on rough roads,can_drive_on_rough_roads,0,False,0
Grinding disk,can explode,can_explode,0,False,0
Grinding disk,can get rusty,can_get_rusty,1,False,0
Grinding disk,can go in dishwasher,can_go_in_dishwasher,0,False,0
Grinding disk,can go into the washing-machine,can_go_into_the_washing-machine,0,False,0
Grinding disk,can grill two sandwiches at once,can_grill_two_sandwiches_at_once,0,False,0
Grinding disk,can harm,can_harm,1,True,1
Grinding disk,can have a container,can_have_a_container_,0,False,0
Grinding disk,can have cymbals,can_have_cymbals,0,False,0
Grinding disk,can have sequins,can_have_sequins,0,False,0
Grinding disk,can hold water,can_hold_water,0,False,0
Grinding disk,can hurt,can_hurt,1,True,1
Grinding disk,can hurt you,can_hurt_you,1,True,1
Grinding disk,can injure,can_injure,1,True,1
Grinding disk,can mimic different instruments,can_mimic_different_instruments,0,False,0
Grinding disk,can produce different tones at once,can_produce_different_tones_at_once,0,False,0
Grinding disk,can produce steam,can_produce_steam,0,False,0
Grinding disk,can save lifes,can_save_lifes,0,False,0
