concept,feature,feature_raw,gpt5_response,gpt5_true
Gecko,can jump far,can_jump_far,True,1
Gecko,lives nearby the water,lives_nearby_the_water,False,0
Gecko,hairy,hairy,False,0
Gecko,lives in the desert,lives_in_the_desert,True,1
Gecko,is yellow and black,is_yellow_and_black,False,0
Gecko,is green-brown,is_green-brown,True,1
Gecko,exists in different sizes and kinds,exists_in_different_sizes_and_kinds,True,1
Gecko,can have different colors,can_have_different_colors,True,1
Gecko,has feelers,has_feelers,False,0
Gecko,is hunted,is_hunted,True,1
Gecko,has a long tail,has_a_long_tail,True,1
Gecko,lives in warm countries,lives_in_warm_countries,True,1
Gecko,crawls,crawls,True,1
Gecko,runs fast,runs_fast,True,1
Gecko,eats plants,eats_plants,False,0
Gecko,eats insects,eats_insects,True,1
Gecko,jumps,jumps,True,1
Gecko,is fast,is_fast,True,1
Gecko,there are many kinds of it,there_are_many_kinds_of_it,True,1
Gecko,builds nests,builds_nests,False,0
Gecko,has a bill,has_a_bill,False,0
Gecko,has a tail,has_a_tail,True,1
Gecko,lays eggs,lays_eggs,True,1
Gecko,is an animal,is_an_animal,True,1
Gecko,is green,is_green,True,1
Gecko,can be coloured,can_be_coloured,True,1
Gecko,can be brought to the beach,can_be_brought_to_the_beach,True,1
Gecko,can be found around your fingers,can_be_found_around_your_fingers,True,1
Gecko,can be found in a forest,can_be_found_in_a_forest,True,1
Gecko,is a reptile,is_a_reptile,True,1
Gecko,is small.1,is_small.1,True,1
Gecko,can be found on a camping,can_be_found_on_a_camping,True,1
Gecko,can be made of different tissues,can_be_made_of_different_tissues,True,1
Gecko,can be made of different materials,can_be_made_of_different_materials,False,0
Gecko,can be used by anyone,can_be_used_by_anyone,False,0
Gecko,can have a container,can_have_a_container_,True,1
Gecko,can slide,can_slide,True,1
Gecko,can become dirty,can_become_dirty,True,1
Gecko,can hold water,can_hold_water,False,0
Gecko,can crash,can_crash,False,0
Gecko,can stand in queue,can_stand_in_queue,False,0
Gecko,comes in different lengths,comes_in_different_lengths,True,1
Gecko,constitutes a whole,constitutes_a_whole,True,1
Gecko,can work as defence,can_work_as_defence,True,1
Gecko,consists of different parts,consists_of_different_parts,True,1
Gecko,could be an animal,could_be_an_animal,True,1
Gecko,comes in very handy,comes_in_very_handy,True,1
Gecko,comes in different patterns,comes_in_different_patterns,True,1
Gecko,does not melt in high temperature,does_not_melt_in_high_temperature,False,0
Gecko,drives on land,drives_on_land,False,0
Gecko,does not weigh much,does_not_weigh_much,True,1
Gecko,drivers licence not required,drivers_licence_not_required,True,1
Gecko,exists in different colors,exists_in_different_colors,True,1
Gecko,exists in different brands,exists_in_different_brands,False,0
Gecko,exists in different forms,exists_in_different_forms,True,1
Gecko,exists in different colors and different forms,exists_in_different_colors_and_different_forms,True,1
Gecko,exists in different lengths,exists_in_different_lengths,True,1
Gecko,exists in different kinds,exists_in_different_kinds,True,1
Gecko,exists in different sizes,exists_in_different_sizes,True,1
Gecko,exists in different sizes.1,exists_in_different_sizes.1,True,1
Gecko,exists in different types,exists_in_different_types,True,1
Gecko,does not produce sound,does_not_produce_sound,False,0
Gecko,goes fast,goes_fast,False,0
Gecko,has a complex shape,has_a_complex_shape,True,1
Gecko,has (trousers)legs,has_(trousers)legs,False,0
Gecko,has a mouthpiece,has_a_mouthpiece,False,0
Gecko,has a neck,has_a_neck,True,1
Gecko,has a grip,has_a_grip,False,0
Gecko,exists in different materials,exists_in_different_materials,False,0
Gecko,has a skin,has_a_skin,True,1
Gecko,has an indicator,has_an_indicator,False,0
Gecko,has a striking color,has_a_striking_color,True,1
Gecko,has different compartments,has_different_compartments,False,0
Gecko,has been existing for a long time,has_been_existing_for_a_long_time,True,1
Gecko,has different patterns,has_different_patterns,True,1
Gecko,has different additional parts,has_different_additional_parts,False,0
Gecko,has different patterns.1,has_different_patterns.1,True,1
Gecko,has patterns,has_patterns,True,1
Gecko,has no roof,has_no_roof,True,1
Gecko,has to do with walls,has_to_do_with_walls,True,1
Gecko,has a place to sleep,has_a_place_to_sleep,False,0
Gecko,has two (trousers)legs,has_two_(trousers)legs,False,0
Gecko,is durable,is_durable,False,0
Gecko,is big or small,is_big_or_small,True,1
Gecko,has two legs,has_two_legs,False,0
Gecko,is efficient,is_efficient,True,1
Gecko,is fairly unknown,is_fairly_unknown,False,0
Gecko,is functional,is_functional,True,1
Gecko,is launched,is_launched,True,1
Gecko,is heat resistant,is_heat_resistant,False,0
Gecko,is multifunctional,is_multifunctional,False,0
Gecko,is smaller than a lorry,is_smaller_than_a_lorry,True,1
Gecko,is striped,is_striped,True,1
Gecko,is to be used outside,is_to_be_used_outside,False,0
Gecko,is pliable,is_pliable,True,1
Gecko,is useful in a forest,is_useful_in_a_forest,True,1
Gecko,makes catching things easier,makes_catching_things_easier,True,1
Gecko,looks tough,looks_tough,False,0
Gecko,needs to be supported,needs_to_be_supported,True,1
Gecko,not everyone has it,not_everyone_has_it,True,1
Gecko,needs to be cleaned sometimes,needs_to_be_cleaned_sometimes,False,0
Gecko,often seen at the coast,often_seen_at_the_coast,False,0
Gecko,is not edible,is_not_edible,True,1
Gecko,often used,often_used__,True,1
Gecko,ribbed,ribbed,False,0
Gecko,rolls,rolls,False,0
Gecko,smells neutral,smells_neutral,False,0
Gecko,occurs in comic books,occurs_in_comic_books,True,1
Gecko,used in different cultures,used_in_different_cultures,True,1
Gecko,used to climb,used_to_climb,True,1
Gecko,turns around,turns_around,True,1
Gecko,is useful,is_useful,True,1
Gecko,used to grasp something,used_to_grasp_something,False,0
Gecko,sometimes has soil sticking to it,sometimes_has_soil_sticking_to_it,True,1
Gecko,used to hunt,used_to_hunt,False,0
Gecko,works fast,works_fast,True,1
Gecko,was used in the past,was_used_in_the_past,True,1
Grinding disk,does not smell well,does_not_smell_well,False,0
Grinding disk,smaller than a horse,smaller_than_a_horse,True,1
Grinding disk,is not a pet,is_not_a_pet,True,1
Gecko,you don't see it frequently,you_don't_see_it_frequently,True,1
Grinding disk,doesn't herd,doesn't_herd,True,1
Grinding disk,is not poisonous,is_not_poisonous,True,1
Grinding disk,can kill people,can_kill_people,True,1
Grinding disk,grazes,grazes,False,0
Grinding disk,is found all around the world,is_found_all_around_the_world,True,1
Grinding disk,can be fed,can_be_fed,False,0
Grinding disk,is not good at flying,is_not_good_at_flying,False,0
Grinding disk,is not expensive,is_not_expensive,True,1
Gecko,you can transport things with it,you_can_transport_things_with_it,False,0
Grinding disk,rough,rough,True,1
Grinding disk,hard,hard,True,1
Grinding disk,does not lay eggs,does_not_lay_eggs,True,1
Grinding disk,attacks,attacks,False,0
Grinding disk,is not verry big,is_not_verry_big,True,1
Grinding disk,has many teeth,has_many_teeth,False,0
Grinding disk,doesn't have 1000 paws,doesn't_have_1000_paws,True,1
Grinding disk,is aggressive,is_aggressive,False,0
Grinding disk,neutral scent,neutral_scent,True,1
Grinding disk,runs in a mill,runs_in_a_mill,True,1
Grinding disk,makes a recognizable sound,makes_a_recognizable_sound,True,1
Grinding disk,seems mean,seems_mean,False,0
Grinding disk,is very active,is_very_active,False,0
Grinding disk,is not eaten,is_not_eaten,True,1
Grinding disk,produces blub-sound,produces_blub-sound,False,0
Grinding disk,is round,is_round,True,1
Grinding disk,makes a strange noise,makes_a_strange_noise,True,1
Grinding disk,is messy,is_messy,False,0
Grinding disk,can be dangerous,can_be_dangerous,True,1
Grinding disk,is dangerous to people,is_dangerous_to_people,True,1
Grinding disk,makes holes in clothing,makes_holes_in_clothing,False,0
Grinding disk,doesn't live long,doesn't_live_long,False,0
Grinding disk,can be aggressive,can_be_aggressive,False,0
Grinding disk,small and large kinds,small_and_large_kinds,True,1
Grinding disk,can't fly,can't_fly,True,1
Grinding disk,is irritating,is_irritating,False,0
Grinding disk,makes a sharp sound,makes_a_sharp_sound,True,1
Grinding disk,has no paws,has_no_paws,True,1
Grinding disk,makes a lot of clamor,makes_a_lot_of_clamor,True,1
Grinding disk,gives pain,gives_pain,False,0
Grinding disk,makes a sound,makes_a_sound,True,1
Grinding disk,runs fast,runs_fast,False,0
Grinding disk,exists in different sizes and kinds,exists_in_different_sizes_and_kinds,True,1
Grinding disk,makes an extremely irritating sound,makes_an_extremely_irritating_sound,True,1
Grinding disk,is nasty,is_nasty,False,0
Grinding disk,is dangerous,is_dangerous,True,1
Grinding disk,can be automatized,can_be_automatized,True,1
Grinding disk,bought in a store,bought_in_a_store,True,1
Grinding disk,can be carried,can_be_carried,True,1
Grinding disk,can be carried by anyone,can_be_carried_by_anyone,True,1
Grinding disk,buzzes,buzzes,True,1
Grinding disk,can be held,can_be_held,True,1
Grinding disk,can be found in a garage,can_be_found_in_a_garage,True,1
Grinding disk,there are many kinds of it,there_are_many_kinds_of_it,True,1
Grinding disk,can be made of different materials,can_be_made_of_different_materials,True,1
Grinding disk,can be turned,can_be_turned,True,1
Grinding disk,can be used by anyone,can_be_used_by_anyone,False,0
Grinding disk,can be thick or thin,can_be_thick_or_thin,True,1
Grinding disk,can be used on two sides,can_be_used_on_two_sides,True,1
Grinding disk,can be plunked upon,can_be_plunked_upon,False,0
Grinding disk,can be used several times,can_be_used_several_times,True,1
Grinding disk,can be used to polish nails,can_be_used_to_polish_nails,False,0
Grinding disk,can be used to threaten somebody,can_be_used_to_threaten_somebody,True,1
Grinding disk,can be used to sharpen knives,can_be_used_to_sharpen_knives,False,0
Grinding disk,can break,can_break,True,1
Grinding disk,can become dirty,can_become_dirty,True,1
Grinding disk,can break.1,can_break.1,True,1
Grinding disk,can break stuff open,can_break_stuff_open,False,0
Grinding disk,can be manufactured by yourself,can_be_manufactured_by_yourself,True,1
Grinding disk,can cut you,can_cut_you,True,1
Grinding disk,comes in different brands and models,comes_in_different_brands_and_models,True,1
Grinding disk,can hurt you,can_hurt_you,True,1
Grinding disk,can harm,can_harm,True,1
Grinding disk,can injure,can_injure,True,1
Grinding disk,comes in different lengths,comes_in_different_lengths,True,1
Grinding disk,comes in different patterns,comes_in_different_patterns,True,1
Grinding disk,comes in very handy,comes_in_very_handy,True,1
Grinding disk,costs money,costs_money,True,1
Grinding disk,constitutes a whole,constitutes_a_whole,True,1
Grinding disk,drivers licence not required,drivers_licence_not_required,True,1
Grinding disk,can hurt,can_hurt,True,1
Grinding disk,exists in different colors and different forms,exists_in_different_colors_and_different_forms,True,1
Grinding disk,damages delicate surfaces,damages_delicate_surfaces,True,1
Grinding disk,exists in different brands,exists_in_different_brands,True,1
Grinding disk,destroys,destroys,True,1
Grinding disk,exists in different forms,exists_in_different_forms,True,1
Grinding disk,exists in different lengths,exists_in_different_lengths,True,1
Grinding disk,exists in different materials,exists_in_different_materials,True,1
Grinding disk,exists in different measurements,exists_in_different_measurements,True,1
Grinding disk,exists in different sizes,exists_in_different_sizes,True,1
Grinding disk,exists in different thicknesses,exists_in_different_thicknesses,True,1
Grinding disk,exists in different sizes.1,exists_in_different_sizes.1,True,1
Grinding disk,exists in different kinds,exists_in_different_kinds,True,1
Grinding disk,found in a tool box,found_in_a_tool_box,True,1
Grinding disk,feels rough,feels_rough,True,1
Grinding disk,exists in different types,exists_in_different_types,True,1
Grinding disk,gets warm,gets_warm,True,1
Grinding disk,gives a nasty sound,gives_a_nasty_sound,True,1
Grinding disk,has a blade,has_a_blade,False,0
Grinding disk,facilitates removal of wallpaper,facilitates_removal_of_wallpaper,False,0
Grinding disk,has a metal blade,has_a_metal_blade,False,0
Grinding disk,has a metal head,has_a_metal_head,False,0
Grinding disk,has no engine,has_no_engine,True,1
Grinding disk,has great power,has_great_power,False,0
Grinding disk,has a negative connotation,has_a_negative_connotation,False,0
Grinding disk,has to be sharpened sometimes,has_to_be_sharpened_sometimes,True,1
Grinding disk,is a machine,is_a_machine,False,0
Grinding disk,is a piece of equipment,is_a_piece_of_equipment,True,1
Grinding disk,is a basic tool,is_a_basic_tool,True,1
Grinding disk,is a material,is_a_material,True,1
Grinding disk,is a tool,is_a_tool,True,1
Grinding disk,implement/tool,implement/tool,True,1
Grinding disk,is a handtool,is_a_handtool,False,0
Grinding disk,is an object,is_an_object,True,1
Grinding disk,is busy,is_busy,False,0
Grinding disk,is agressive,is_agressive,False,0
Grinding disk,is a machine.1,is_a_machine.1,False,0
Grinding disk,is dirty,is_dirty,True,1
Grinding disk,is dangerous for the fingers,is_dangerous_for_the_fingers,True,1
Grinding disk,is dangerous for children,is_dangerous_for_children,True,1
Grinding disk,is fairly unknown,is_fairly_unknown,False,0
Grinding disk,is found in a workplace,is_found_in_a_workplace,True,1
Grinding disk,is invented by man,is_invented_by_man,True,1
Grinding disk,is efficient,is_efficient,True,1
Grinding disk,is hard,is_hard,True,1
Grinding disk,is functional,is_functional,True,1
Grinding disk,is lifeless,is_lifeless,True,1
Grinding disk,is not edible,is_not_edible,True,1
Grinding disk,is made in a factory,is_made_in_a_factory,True,1
Grinding disk,is loud,is_loud,True,1
Grinding disk,is often indispensable,is_often_indispensable,True,1
Grinding disk,is not waterproof,is_not_waterproof,True,1
Grinding disk,is not sexy,is_not_sexy,True,1
Grinding disk,is smaller than a lorry,is_smaller_than_a_lorry,True,1
Grinding disk,is sold in a hardware store,is_sold_in_a_hardware_store,True,1
Grinding disk,is slower than a car,is_slower_than_a_car,False,0
Grinding disk,is tiring to use,is_tiring_to_use,True,1
Grinding disk,is not for children,is_not_for_children,True,1
Grinding disk,is used to beat on,is_used_to_beat_on,False,0
Grinding disk,is many women's nightmare,is_many_women's_nightmare,False,0
Grinding disk,is used to beat with,is_used_to_beat_with,True,1
Grinding disk,its vibrations produce sounds,its_vibrations_produce_sounds,True,1
Grinding disk,is used to grind things,is_used_to_grind_things,True,1
Grinding disk,makes a piercing noise,makes_a_piercing_noise,True,1
Grinding disk,looks tough,looks_tough,True,1
Grinding disk,makes a special noise,makes_a_special_noise,True,1
Grinding disk,made of metal,made_of_metal,True,1
Grinding disk,makes a buzzing sound,makes_a_buzzing_sound,True,1
Grinding disk,needs to be cleaned sometimes,needs_to_be_cleaned_sometimes,True,1
Grinding disk,needs to be cleaned after use,needs_to_be_cleaned_after_use,True,1
Grinding disk,needs to be washed,needs_to_be_washed,False,0
Grinding disk,needs to be supported,needs_to_be_supported,True,1
Grinding disk,not nice to use,not_nice_to_use,True,1
Grinding disk,often seen in beauty parlors,often_seen_in_beauty_parlors,False,0
Grinding disk,not everyone has it,not_everyone_has_it,True,1
Grinding disk,is useful,is_useful,True,1
Grinding disk,often used,often_used__,True,1
Grinding disk,often used by street musicians,often_used_by_street_musicians,False,0
Grinding disk,produces a lot of sound,produces_a_lot_of_sound,True,1
Grinding disk,polishes things,polishes_things,True,1
Grinding disk,produces an irritating noise,produces_an_irritating_noise,True,1
Grinding disk,produces dust,produces_dust,True,1
Grinding disk,produces fumes,produces_fumes,True,1
Grinding disk,produces noise,produces_noise,True,1
Grinding disk,produces sound,produces_sound,True,1
Grinding disk,requires safety glasses,requires_safety_glasses,True,1
Grinding disk,sometimes has soil sticking to it,sometimes_has_soil_sticking_to_it,True,1
Grinding disk,sounds fiercely,sounds_fiercely,True,1
Grinding disk,sometimes played on the street,sometimes_played_on_the_street,False,0
Grinding disk,to grate,to_grate,True,1
Grinding disk,used by handymen,used_by_handymen,True,1
Grinding disk,turns around,turns_around,True,1
Grinding disk,used as accessory,used_as_accessory,False,0
Grinding disk,used by mechanics,used_by_mechanics,True,1
Grinding disk,used by men,used_by_men,True,1
Grinding disk,produces sparks,produces_sparks,True,1
Grinding disk,used by tradesmen,used_by_tradesmen,True,1
Grinding disk,used by workers,used_by_workers,True,1
Grinding disk,used by sculptors,used_by_sculptors,True,1
Grinding disk,used by young people,used_by_young_people,False,0
Grinding disk,used for grinding,used_for_grinding,True,1
Grinding disk,used for cleaning,used_for_cleaning,False,0
Grinding disk,used by the handyman,used_by_the_handyman,True,1
Grinding disk,used in different cultures,used_in_different_cultures,True,1
Grinding disk,used in the kitchen,used_in_the_kitchen,False,0
Grinding disk,used for sado masochism,used_for_sado_masochism,False,0
Grinding disk,used for torturing,used_for_torturing,False,0
Grinding disk,used for punishing,used_for_punishing,False,0
Grinding disk,used to blend things,used_to_blend_things,False,0
Grinding disk,used to beat,used_to_beat,False,0
Grinding disk,used to make coffee,used_to_make_coffee,True,1
Grinding disk,vibrates,vibrates,True,1
Grinding disk,works fast,works_fast,False,0
Grinding disk,you can get injured by it,you_can_get_injured_by_it,True,1
Grinding disk,you can injure someone with it,you_can_injure_someone_with_it,True,1
Grinding disk,you can bust things with it,you_can_bust_things_with_it,True,1
Grinding disk,used to work with,used_to_work_with,True,1
Grinding disk,you can kill someone with it,you_can_kill_someone_with_it,True,1
Grinding disk,you can repair with it,you_can_repair_with_it,True,1
Grinding disk,you can scour stuff off with it,you_can_scour_stuff_off_with_it,True,1
Hammer,appears in comics,appears_in_comics,True,1
Hammer,"can be brown, black, white, grey","can_be_brown,_black,_white,_grey",True,1
Grinding disk,you can make things with it,you_can_make_things_with_it,True,1
Grinding disk,you don't see it frequently,you_don't_see_it_frequently,True,1
Hammer,is found in earth,is_found_in_earth,False,0
Hammer,is not poisonous,is_not_poisonous,True,1
Grinding disk,was used in the past,was_used_in_the_past,True,1
Hammer,doesn't have 1000 paws,doesn't_have_1000_paws,True,1
Hammer,is popular and appreciated,is_popular_and_appreciated,True,1
Hammer,has a head,has_a_head,True,1
Hammer,is coloured,is_coloured,True,1
Hammer,smaller than a horse,smaller_than_a_horse,True,1
Hammer,more used in agriculture in the past,more_used_in_agriculture_in_the_past,False,0
Hammer,rough,rough,True,1
Hammer,attacks,attacks,False,0
Hammer,hard,hard,True,1
Hammer,does not lay eggs,does_not_lay_eggs,True,1
Hammer,makes a recognizable sound,makes_a_recognizable_sound,True,1
Hammer,has a rough skin,has_a_rough_skin,False,0
Hammer,is collected,is_collected,True,1
Hammer,can cause much hinder,can_cause_much_hinder,True,1
Hammer,lives on the ground,lives_on_the_ground,False,0
Hammer,is found in advertising or as brand,is_found_in_advertising_or_as_brand_,True,1
Hammer,can be dangerous,can_be_dangerous,True,1
Hammer,is found all around the world,is_found_all_around_the_world,True,1
Hammer,is not eaten,is_not_eaten,True,1
Hammer,occasionally washes ashore,occasionally_washes_ashore,False,0
Hammer,is strong,is_strong,True,1
Hammer,is used in competitions,is_used_in_competitions,True,1
Hammer,can be aggressive,can_be_aggressive,False,0
Hammer,lives on land,lives_on_land__,False,0
Hammer,is used in shows,is_used_in_shows,True,1
Hammer,you can find them in homes,you_can_find_them_in_homes,True,1
Hammer,gives pain,gives_pain,True,1
Hammer,does not taste well,does_not_taste_well,True,1
Hammer,lives in nature,lives_in_nature,False,0
Hammer,can't fly,can't_fly,True,1
Hammer,small and large kinds,small_and_large_kinds,True,1
Hammer,occasionally occurs in films,occasionally_occurs_in_films,True,1
Hammer,appears in fairy tales and stories,appears_in_fairy_tales_and_stories,False,0
Hammer,heavy,heavy,True,1
Hammer,exists in different sizes and kinds,exists_in_different_sizes_and_kinds,True,1
Hammer,also used as a toy,also_used_as_a_toy,False,0
Hammer,can have different colors,can_have_different_colors,True,1
Hammer,there are many kinds of it,there_are_many_kinds_of_it,True,1
Hammer,be used to hit nails into the wall,be_used_to_hit_nails_into_the_wall,True,1
Hammer,can be carried by anyone,can_be_carried_by_anyone,True,1
Hammer,can be carried,can_be_carried,True,1
Hammer,can be brought to the beach,can_be_brought_to_the_beach,True,1
Hammer,can be decorated,can_be_decorated,True,1
Hammer,makes a sound,makes_a_sound,True,1
Hammer,can be found in a garage,can_be_found_in_a_garage,True,1
Hammer,can be found on a castle,can_be_found_on_a_castle,True,1
Hammer,can be coloured,can_be_coloured,True,1
Hammer,can be made of different materials,can_be_made_of_different_materials,True,1
Hammer,can be held,can_be_held,True,1
Hammer,can be played upon,can_be_played_upon,False,0
Hammer,can be used by anyone,can_be_used_by_anyone,True,1
Hammer,can be plunked upon,can_be_plunked_upon,False,0
Hammer,can be seen on television,can_be_seen_on_television,True,1
Hammer,bought in a store,bought_in_a_store,True,1
Hammer,can be used several times,can_be_used_several_times,True,1
Hammer,can be used as weapon,can_be_used_as_weapon,True,1
Hammer,can be used to hit somebody,can_be_used_to_hit_somebody,True,1
Hammer,can be used to threaten somebody,can_be_used_to_threaten_somebody,True,1
Hammer,can be used to lash,can_be_used_to_lash,True,1
Hammer,can break,can_break,True,1
Hammer,can get rusty,can_get_rusty,True,1
Hammer,can break stuff open,can_break_stuff_open,True,1
Hammer,can become dirty,can_become_dirty,True,1
Hammer,can harm,can_harm,True,1
Hammer,can have a container,can_have_a_container_,True,1
Hammer,can break.1,can_break.1,True,1
Hammer,can hurt,can_hurt,True,1
Hammer,can hurt you,can_hurt_you,True,1
Hammer,comes in different brands and models,comes_in_different_brands_and_models,True,1
Hammer,can work as defence,can_work_as_defence,True,1
Hammer,comes in different lengths,comes_in_different_lengths,True,1
Hammer,can injure,can_injure,True,1
Hammer,comes in very handy,comes_in_very_handy,True,1
Hammer,consists of different parts,consists_of_different_parts,True,1
Hammer,comes in different patterns,comes_in_different_patterns,False,0
Hammer,comes in different prints,comes_in_different_prints,False,0
Hammer,constitutes a whole,constitutes_a_whole,True,1
Hammer,exists in different forms,exists_in_different_forms,True,1
Hammer,exists in different brands,exists_in_different_brands,True,1
Hammer,exists in different colors and different forms,exists_in_different_colors_and_different_forms,True,1
Hammer,exists in different colors,exists_in_different_colors,True,1
Hammer,destroys,destroys,False,0
Hammer,exists in different kinds,exists_in_different_kinds,True,1
Hammer,costs money,costs_money,True,1
Hammer,damages delicate surfaces,damages_delicate_surfaces,True,1
Hammer,exists in different sizes,exists_in_different_sizes,True,1
Hammer,exists in different materials,exists_in_different_materials,True,1
Hammer,exists in different measurements,exists_in_different_measurements,True,1
Hammer,exists in different lengths,exists_in_different_lengths,True,1
Hammer,feels rough,feels_rough,True,1
Hammer,exists in different types,exists_in_different_types,True,1
Hammer,exists in different sizes.1,exists_in_different_sizes.1,True,1
Hammer,has a dull sound,has_a_dull_sound,False,0
Hammer,has a grip made of wood,has_a_grip_made_of_wood,True,1
Hammer,found in a tool box,found_in_a_tool_box,True,1
Hammer,has a grip,has_a_grip,True,1
Hammer,has a label,has_a_label,True,1
Hammer,has a cap,has_a_cap,False,0
Hammer,has a handle,has_a_handle,True,1
Hammer,gives a nasty sound,gives_a_nasty_sound,True,1
Hammer,has a metal blade,has_a_metal_blade,False,0
Hammer,has a spike at its base,has_a_spike_at_its_base,False,0
Hammer,has a point,has_a_point,False,0
Hammer,has a metal head,has_a_metal_head,True,1
Hammer,has a stick,has_a_stick,True,1
Hammer,has a skin,has_a_skin,False,0
Hammer,has a wooden handle,has_a_wooden_handle,True,1
Hammer,has to do with nails,has_to_do_with_nails,True,1
Hammer,has great power,has_great_power,True,1
Hammer,have a sole,have_a_sole,False,0
Hammer,has been existing for a long time,has_been_existing_for_a_long_time,True,1
Hammer,implement/tool,implement/tool,True,1
Hammer,has two openings to put your fingers in,has_two_openings_to_put_your_fingers_in,False,0
Hammer,is a basic tool,is_a_basic_tool,True,1
Hammer,is a handtool,is_a_handtool,True,1
Hammer,is a means of power,is_a_means_of_power,True,1
Hammer,is a percussion instrument,is_a_percussion_instrument,False,0
Hammer,is a piece of equipment,is_a_piece_of_equipment,True,1
Hammer,is a television programme,is_a_television_programme,True,1
Hammer,is an English word,is_an_English_word,True,1
Hammer,is a tool,is_a_tool,True,1
Hammer,is big and heavy,is_big_and_heavy,True,1
Hammer,is big or small,is_big_or_small,True,1
Hammer,is an object,is_an_object,True,1
Hammer,is dangerous for the fingers,is_dangerous_for_the_fingers,True,1
Hammer,is durable,is_durable,True,1
Hammer,is firm,is_firm,True,1
Hammer,has to do with walls,has_to_do_with_walls,False,0
Hammer,is for sturdy guys,is_for_sturdy_guys,True,1
Hammer,is for at least 1 person,is_for_at_least_1_person,True,1
Hammer,is found in a workplace,is_found_in_a_workplace,True,1
Hammer,is hard,is_hard,True,1
Hammer,is functional,is_functional,True,1
Hammer,is heavy,is_heavy,True,1
Hammer,is loud,is_loud,True,1
Hammer,is made of steel,is_made_of_steel,True,1
Hammer,is invented by man,is_invented_by_man,True,1
Hammer,is made in a factory,is_made_in_a_factory,True,1
Hammer,is made of wood or metal,is_made_of_wood_or_metal,True,1
Hammer,is not edible,is_not_edible,True,1
Hammer,is made of iron,is_made_of_iron,True,1
Hammer,is painted,is_painted,False,0
Hammer,is often indispensable,is_often_indispensable,True,1
Hammer,is part of a drumset,is_part_of_a_drumset,False,0
Hammer,is part of percussion,is_part_of_percussion,False,0
Hammer,is popular,is_popular__,True,1
Hammer,is smaller than a lorry,is_smaller_than_a_lorry,True,1
Hammer,is spherical,is_spherical,False,0
Hammer,is powerful,is_powerful,True,1
Hammer,is sold in a hardware store,is_sold_in_a_hardware_store,True,1
Hammer,is stored in a box,is_stored_in_a_box,True,1
Hammer,is used in combination with other instruments,is_used_in_combination_with_other_instruments,True,1
Hammer,its vibrations produce sounds,its_vibrations_produce_sounds,True,1
Hammer,is used to beat with,is_used_to_beat_with,True,1
Hammer,is used to beat on,is_used_to_beat_on,False,0
Hammer,looks tough,looks_tough,True,1
Hammer,is useful,is_useful,True,1
Hammer,is thrown,is_thrown,True,1
Hammer,is part of a company,is_part_of_a_company,False,0
Hammer,made of metal,made_of_metal,True,1
Hammer,needs to be cleaned after use,needs_to_be_cleaned_after_use,True,1
Hammer,needs to be cleaned sometimes,needs_to_be_cleaned_sometimes,True,1
Hammer,not everyone has it,not_everyone_has_it,True,1
Hammer,needs to be supported,needs_to_be_supported,False,0
Hammer,occurs in films,occurs_in_films,True,1
Hammer,not nice to use,not_nice_to_use,False,0
Hammer,occurs in comic books,occurs_in_comic_books,True,1
Hammer,one has to learn how to play,one_has_to_learn_how_to_play,False,0
Hammer,played with the hands,played_with_the_hands,True,1
Hammer,produces a bang,produces_a_bang,True,1
Hammer,often used,often_used__,True,1
Hammer,produces a lot of sound,produces_a_lot_of_sound,True,1
Hammer,produces a hole in the wall,produces_a_hole_in_the_wall,False,0
Hammer,makes a piercing noise,makes_a_piercing_noise,False,0
Hammer,produces noise,produces_noise,True,1
Hammer,requires much practise,requires_much_practise,True,1
Hammer,produces dust,produces_dust,False,0
Hammer,smells neutral,smells_neutral,True,1
Hammer,ribbed,ribbed,False,0
Hammer,to level walls and ceilings,to_level_walls_and_ceilings,False,0
Hammer,to span nuts,to_span_nuts,False,0
Hammer,produces sound,produces_sound,True,1
Hammer,used by boys,used_by_boys,True,1
Hammer,used by carpenters,used_by_carpenters,True,1
Hammer,used by mechanics,used_by_mechanics,True,1
Hammer,used by carpenters.1,used_by_carpenters.1,True,1
Hammer,used by children,used_by_children,False,0
Hammer,sometimes has soil sticking to it,sometimes_has_soil_sticking_to_it,False,0
Hammer,used by a plasterer,used_by_a_plasterer,False,0
Hammer,used by men,used_by_men,True,1
Hammer,used by handymen,used_by_handymen,True,1
Hammer,used by tradesmen,used_by_tradesmen,True,1
Hammer,used by the handyman,used_by_the_handyman,True,1
Hammer,used by work forces,used_by_work_forces,True,1
Hammer,used by workers,used_by_workers,True,1
Hammer,used by smiths,used_by_smiths,True,1
Hammer,used in a fight,used_in_a_fight,True,1
Hammer,used during war,used_during_war,True,1
Hammer,used for punishing,used_for_punishing,False,0
Hammer,used for short distances,used_for_short_distances,False,0
Hammer,used for competitions,used_for_competitions,True,1
Hammer,used in different cultures,used_in_different_cultures,True,1
Hammer,used in construction,used_in_construction,True,1
Hammer,used in the house,used_in_the_house,True,1
Hammer,used to beat,used_to_beat,True,1
Hammer,used in games,used_in_games,True,1
Hammer,used to attach things,used_to_attach_things,False,0
Hammer,used to grasp something,used_to_grasp_something,False,0
Hammer,used to open things,used_to_open_things,False,0
Hammer,used to make war,used_to_make_war,False,0
Hammer,used to run on steam,used_to_run_on_steam,False,0
